Country	City	PM10	Year	Notes	Notes	PM2	Year
Spain	BURRIANA	11	2013	"1 station, industrial, rural"	measured data	7	2013
Spain	CÃ__CERES	11	2013	"1 station, background, urban"	measured data	7	2013
Spain	CADAQUES	17	2013	"1 station, background, rural"	measured data	7	2013
Spain	CALANDA	10	2013	"1 station, background, rural"	measured data	6	2013
Spain	CAMARGO	21	2013	"1 station, industrial, urban"	measured data	12	2013
Spain	CAMBRE	17	2013	-	converted from PM2.5	9	2013
Spain	Campisábalos	6	2013	"1 station, background, rural"	measured data	5	2013
Spain	CANDELARIA	18	2013	"4 stations, industrial, urban"	measured data	6	2013
Spain	CANGAS DEL NARCEA	28	2013	"1 station, industrial, suburban"	measured data	16	2013
Spain	CARAVACA DE LA CRUZ	14	2013	"1 station, background, rural"	measured data	8	2013
Spain	CARRACEDELO	14	2013	"1 station, industrial, rural"	measured data	8	2013
Spain	CARTAGENA	23	2013	"4 stations, background urban, industrial, suburban"	measured data	13	2013
Spain	CASTELLÓN DE LA PLANA/CASTELLÓ	15	2013	"2 stations, traffic urban, industrial, suburban"	measured data	12	2013
Spain	CASTRO-URDIALES	22	2013	"1 station, background, urban"	measured data	12	2013
Spain	CAUDETE DE LAS FUENTES	12	2013	"1 station, background, rural"	measured data	8	2013
Spain	CEE	16	2013	"1 station, industrial, suburban"	measured data	9	2013
Spain	CERCEDA	14	2013	"1 station, industrial, suburban"	measured data	8	2013
Spain	CERVO	12	2013	"1 station, industrial, suburban"	measured data	7	2013
Spain	CESURAS	14	2013	"1 station, industrial, rural"	measured data	8	2013
Spain	CIUDAD REAL	21	2013	"1 station, background, urban"	measured data	12	2013
Spain	COLLADO VILLALBA	24	2013	"1 station, traffic, urban"	measured data	12	2013
Spain	COLMENAR VIEJO	18	2013	"1 station, traffic, urban"	measured data	10	2013
Spain	CONGOSTO	21	2013	"1 station, industrial, suburban"	measured data	12	2013
Spain	CORRALES DE BUELNA (LOS)	21	2013	"1 station, background, urban"	measured data	12	2013
Spain	CORUÑA (A)	22	2013	"2 stations, traffic, urban"	measured data	12	2013
Spain	COSLADA	19	2013	"1 station, traffic, urban"	measured data	11	2013
Spain	CUADROS	10	2013	"1 station, industrial, rural"	measured data	5	2013
Spain	CUEVAS DEL ALMANZORA	27	2013	"2 stations, industrial"	measured data	15	2013
Spain	DONOSTIA-SAN SEBASTIÃ__N	12	2013	"1 station, traffic, urban"	measured data	7	2013
Spain	Dumbría	14	2013	"1 station, industrial, suburban"	measured data	8	2013
Spain	DURANGO	23	2013	"1 station, industrial, urban"	measured data	13	2013
Spain	EIVISSA	21	2013	"1 station, industrial, suburban"	measured data	12	2013
Spain	EJIDO (EL)	28	2013	"1 station, background, urban"	measured data	16	2013
Spain	ELCHE/ELX	20	2013	"2 stations, background, suburban"	measured data	11	2013
Spain	ELCIEGO	12	2013	"1 station, traffic, suburban"	measured data	7	2013
Spain	ELDA	12	2013	"1 station, background, suburban"	measured data	9	2013
Spain	FABERO	20	2013	-	converted from PM2.5	11	2013
Spain	FERROL	19	2013	"2 stations, background, urban"	measured data	10	2013
Spain	FUENLABRADA	18	2013	"1 station, industrial, urban"	measured data	10	2013
Spain	GALILEA	10	2013	"1 station, industrial, rural"	measured data	8	2013
Spain	GANDIA	17	2013	"1 station, traffic, urban"	measured data	10	2013
Spain	GETAFE	22	2013	"1 station, traffic, urban"	measured data	12	2013
Spain	GIJÓN	26	2013	"5 stations, traffic, urban"	measured data	11	2013
Spain	GRANADILLA DE ABONA	24	2013	"3 stations, Industrial Urban "	measured data	9	2013
Spain	GUADALAJARA	18	2013	"1 station, background, urban"	measured data	10	2013
Spain	GUADALIX DE LA SIERRA	15	2013	"1 station, background, rural"	measured data	8	2013
Spain	GUARDO	22	2013	"1 station, industrial, urban"	measured data	12	2013
Spain	HERNANI	15	2013	"1 station, traffic, urban"	measured data	8	2013
Spain	HUELVA	24	2013	"3 stations, industrial, urban"	measured data	14	2013
Spain	HUESCA	12	2013	"1 station, traffic, urban"	measured data	7	2013
Spain	ILLESCAS	25	2013	"1 station, background, suburban"	measured data	14	2013
Spain	JEREZ DE LA FRONTERA	27	2013	"2 stations, background urban,  industrial, suburban"	measured data	15	2013
Spain	La Linea de la Concepción	30	2013	"1 station, background, urban"	measured data	17	2013
Spain	LANGREO	26	2013	"2 stations, industrial, suburban"	measured data	14	2013
Spain	LARACHA	12	2013	"1 station, industrial, rural"	measured data	7	2013
Spain	LEGANES	21	2013	"1 station, traffic, urban"	measured data	12	2013
Spain	LEÓN	17	2013	"2 stations, traffic, urban"	measured data	6	2013
Spain	LLANES	15	2013	"1 station, background, rural"	measured data	7	2013
Spain	LLODIO	19	2013	"1 station, traffic, suburban"	measured data	11	2013
Spain	LOGROÑO	21	2013	"1 station, background, urban"	measured data	12	2013
Spain	LORCA	22	2013	"1 station, industrial, suburban"	measured data	12	2013
Spain	LUGO	23	2013	"1 station, traffic, urban"	measured data	13	2013
Spain	MADRID	19	2013	"12 stations, traffic, urban"	measured data	10	2013
Spain	MAHÓN	19	2013	"3 stations, background, rural"	measured data	6	2013
Spain	MAIRENA DEL ALJARAFE	27	2013	"1 station, background, suburban"	measured data	15	2013
Spain	MAJADAHONDA	20	2013	"1 station, background, suburban"	measured data	11	2013
Spain	MATARÓ	22	2013	"1 station, industrial, suburban"	measured data	12	2013
Spain	MEDINA DEL CAMPO	23	2013	"1 station, industrial, suburban"	measured data	13	2013
Spain	MERIDA	16	2013	"1 station, background, urban"	measured data	9	2013
Spain	MIERES	27	2013	"1 station, traffic, urban"	measured data	15	2013
Spain	MIRANDA DE EBRO	24	2013	"1 station, industrial, urban"	measured data	13	2013
Spain	MORELLA	8	2013	"1 station, background, rural"	measured data	4	2013
Spain	MÓSTOLES	19	2013	"1 station, background, suburban"	measured data	10	2013
Spain	MOTRIL	26	2013	"1 station, background, urban"	measured data	14	2013
Spain	MURAS	10	2013	"1 station, industrial, rural"	measured data	6	2013
Spain	MURCIA	26	2013	"1 station, traffic, suburban"	measured data	15	2013
Spain	NOIA	7	2013	"1 station, background, rural"	measured data	4	2013
Spain	OBEJO	13	2013	"1 station, industrial, suburban"	measured data	7	2013
Spain	ONDA	15	2013	"1 station, industrial, suburban"	measured data	8	2013
Spain	ORDES	14	2013	"1 station, industrial, rural"	measured data	8	2013
Spain	ORUSCO DE TAJUÑA	13	2013	"1 station, background, rural"	measured data	7	2013
Spain	OURENSE	13	2013	"1 station, traffic, urban"	measured data	7	2013
Spain	OUROL	14	2013	"1 station, industrial, rural"	measured data	13	2013
Spain	OVIEDO	25	2013	"4 stations, traffic, urban"	measured data	14	2013
Spain	PALENCIA	21	2013	"1 station, traffic, urban"	measured data	12	2013
Spain	PALMA DE MALLORCA	19	2013	"2 stations, traffic, urban"	measured data	11	2013
Spain	PALMAS DE GRAN CANARIA (LAS)	23	2013	"3 stations, background urban, traffic urban, industrial, urban"	measured data	8	2013
Spain	PALOS DE LA FRONTERA	24	2013	"2 stations, industrial, suburban"	measured data	13	2013
Spain	PATERNA	16	2013	"1 station, background, suburban"	measured data	9	2013
Spain	PEÑAUSENDE	8	2013	"1 station, background, rural"	measured data	5	2013
Spain	PINOSO	12	2013	"1 station, background, rural"	measured data	6	2013
Spain	PLASENCIA	10	2013	"1 station, background, suburban"	measured data	6	2013
Spain	POBLA (SA)	18	2013	"1 station, background, rural"	measured data	10	2013
Spain	POIO	13	2013	"1 station, industrial, rural"	measured data	7	2013
Spain	POLLENÇA	13	2013	"1 station, background, rural"	measured data	7	2013
Spain	PONFERRADA	17	2013	"1 station, industrial, suburban"	measured data	10	2013
Spain	Pontes de García Rodríguez (As)	10	2013	"2 stations, industrial"	measured data	7	2013
Spain	PONTEVEDRA	18	2013	"2 stations, traffic , industrial"	measured data	10	2013
Spain	PRADEJÓN	18	2013	"1 station, industrial, rural"	measured data	8	2013
Spain	PRADO DEL REY	21	2013	"1 station, industrial, rural"	measured data	12	2013
Spain	PUERTO DEL ROSARIO	26	2013	"5 stations, background urban, industrial, urban"	measured data	8	2013
Spain	PUERTO REAL	33	2013	"1 station, background, urban"	measured data	18	2013
Spain	PUERTOLLANO	24	2013	"1 station, industrial, urban"	measured data	15	2013
Spain	Pueyo de Araguás (El)	7	2013	"1 station, background, rural"	measured data	4	2013
Spain	Punta Umbría	23	2013	"1 station, industrial, urban"	measured data	13	2013
Spain	QUART DE POBLET	17	2013	"1 station, traffic, urban"	measured data	8	2013
Spain	REALEJOS (LOS)	18	2013	"1 station, background, rural"	measured data	5	2013
Spain	REINOSA	12	2013	"1 station, background, urban"	measured data	7	2013
Spain	RIVAS-VACIAMADRID	18	2013	"1 station, background, suburban"	measured data	10	2013
Spain	ROBLA (LA)	20	2013	"1 station, industrial, suburban"	measured data	11	2013
Spain	SAGUNTO/SAGUNT	13	2013	"2 stations, background, suburban"	measured data	8	2013
Spain	SALAMANCA	16	2013	"2 stations, traffic, urban"	measured data	8	2013
Spain	SAN ANDRES Y SAUCES	17	2013	"1 station, background, rural"	measured data	9	2013
Spain	SAN BARTOLOME DE TIRAJANA	27	2013	"3 stations, traffic, urban"	measured data	9	2013
Spain	SAN JORGE	13	2013	"1 station, background, rural"	measured data	7	2013
Spain	San Martín de Valdeiglesias	15	2013	"1 station, background, rural"	measured data	8	2013
Spain	SAN MARTÍN DEL REY AURELIO	24	2013	"1 station, industrial, suburban"	measured data	13	2013
Spain	SAN PABLO DE LOS MONTES	10	2013	"1 station, background, rural"	measured data	5	2013
Spain	SAN ROQUE	20	2013	"2 stations, industrial, suburban"	measured data	11	2013
Spain	SANGüESA/ZANGOZA	24	2013	-	converted from PM2.5	13	2013
Spain	SANT ANTONI DE PORTMANY	10	2013	"1 station, background, suburban"	measured data	6	2013
Spain	SANT FELIU DE LLOBREGAT	19	2013	"1 station, industrial, suburban"	measured data	10	2013
Spain	SANT JUST DESVERN	20	2013	"1 station, traffic, suburban"	measured data	11	2013
Spain	SANTA CRUZ DE LA PALMA	21	2013	"1 station, industrial, urban"	measured data	6	2013
Spain	SANTA CRUZ DE TENERIFE	19	2013	"8 stations, background urban, industrial, urban"	measured data	8	2013
Spain	Santa Lucía de Tirajana	21	2013	"1 station, background, suburban"	measured data	7	2013
Spain	SANTA MARGARIDA I ELS MONJOS	18	2013	"2 stations, industrial, suburban"	measured data	10	2013
Spain	SANTANDER	21	2013	"2 stations, background, urban"	measured data	12	2013
Spain	SANTIAGO DE COMPOSTELA	23	2013	"1 station, background, urban"	measured data	13	2013
Spain	SARIÑENA	18	2013	"1 station, industrial, urban"	measured data	10	2013
Spain	SAVIÑAO (O)	10	2013	"1 station, background, rural"	measured data	7	2013
Spain	SEGOVIA	15	2013	"1 station, traffic, urban"	measured data	8	2013
Spain	SEVILLA	29	2013	"1 station, background, urban"	measured data	16	2013
Spain	SIERO	26	2013	"1 station, industrial, urban"	measured data	15	2013
Spain	SONDIKA	20	2013	"1 station, traffic, suburban"	measured data	11	2013
Spain	SORIA	14	2013	"1 station, traffic, urban"	measured data	8	2013
Spain	TALAVERA DE LA REINA	16	2013	"1 station, background, urban"	measured data	9	2013
Spain	TEGUISE	19	2013	"1 station, industrial, suburban"	measured data	7	2013
Spain	TELDE	25	2013	"3 stations, background urban, industrial, urban"	measured data	8	2013
Spain	TERUEL	12	2013	"1 station, background, urban"	measured data	7	2013
Spain	TOJOS (LOS)	9	2013	"1 station, background, rural"	measured data	5	2013
Spain	TOLEDO	17	2013	-	converted from PM2.5	10	2013
Spain	TOLOSA	17	2013	"1 station, traffic, urban"	measured data	9	2013
Spain	TORIL	11	2013	"1 station, background, rural"	measured data	6	2013
Spain	TORMS (ELS)	11	2013	"1 station, background, rural"	measured data	6	2013
Spain	TORREJÓN DE ARDOZ	19	2013	"1 station, background, urban"	measured data	10	2013
Spain	TORRELAVEGA	22	2013	"3 stations, traffic, urban"	measured data	12	2013
Spain	Valdegovía	13	2013	"1 station, background, rural"	measured data	7	2013
Spain	VALDEMORO	22	2013	"1 station, background, suburban"	measured data	11	2013
Spain	VALENCIA	17	2013	"4 stations, traffic, urban"	measured data	11	2013
Spain	VALLADOLID	14	2013	"4 stations, traffic, urban"	measured data	10	2013
Spain	VALVERDE	18	2013	"1 station, background, suburban"	measured data	10	2013
Spain	Vandellòs i l'Hospitalet de l'Infant	11	2013	"1 station, traffic, suburban"	measured data	6	2013
Spain	VENTA DE BAÑOS	12	2013	"1 station, industrial, rural"	measured data	6	2013
Spain	VIGO	21	2013	"2 stations, traffic, urban"	measured data	11	2013
Spain	VILALBA	11	2013	"1 station, industrial, rural"	measured data	6	2013
Spain	VILLA DEL PRADO	24	2013	"1 station, background, rural"	measured data	12	2013
Spain	VILLALBA DE GUARDO	8	2013	"1 station, industrial, rural"	measured data	5	2013
Spain	VILLAR DEL ARZOBISPO	16	2013	"1 station, background, rural"	measured data	8	2013
Spain	VILLAREJO DE SALVANES	20	2013	"1 station, background, rural"	measured data	10	2013
Spain	VITORIA-GASTEIZ	8	2013	"1 station, traffic, urban"	measured data	4	2013
Spain	VIVER	10	2013	"1 station, background, suburban"	measured data	7	2013
Spain	Viznar	14	2013	"1 station, background, rural"	measured data	9	2013
Spain	XOVE	13	2013	"1 station, industrial, suburban"	measured data	7	2013
Spain	ZAFRA	13	2013	"1 station, background, suburban"	measured data	7	2013
Spain	ZAMORA	16	2013	"1 station, traffic, urban"	measured data	9	2013
Spain	ZARAGOZA	17	2013	"3 stations, traffic, suburban"	measured data	10	2013
Spain	ZARRA	9	2013	"1 station, background, rural"	measured data	5	2013
Spain	ZORITA DEL MAESTRAZGO	12	2013	"1 station, background, rural"	measured data	6	2013
Sri Lanka	Colombo	64	2011	"1 station, NA"	measured data	36	2011
Sweden	Arlöv	25	2013	-	converted from PM2.5	8	2013
Sweden	Göteborg	19	2013	"3 stations, background, urban"	measured data	6	2013
Sweden	HALMSTAD	17	2013	"1 station, traffic, urban"	measured data	5	2013
Sweden	KIRUNA	7	2013	"1 station, background, urban"	measured data	2.27	2013
Sweden	LINKOPING	23	2013	"1 station, traffic, urban"	measured data	7	2013
Sweden	Malmö	20	2013	"2 stations, background, urban"	measured data	10	2013
Sweden	Norrköping	21	2013	"1 station, traffic, urban"	measured data	6	2013
Sweden	SKELLEFTEA	18	2013	"1 station, traffic, urban"	measured data	5	2013
Sweden	Södertälje	29	2013	"1 station, traffic, urban"	measured data	9	2013
Sweden	SOLLENTUNA	20	2013	"1 station, traffic, suburban"	measured data	6	2013
Sweden	STOCKHOLM	26	2013	"6 stations, traffic, urban"	measured data	6	2013
Sweden	SUNDSVALL	22	2013	"2 stations, traffic, urban"	measured data	7	2013
Sweden	TRELLEBORG	17	2013	"1 station, background, urban"	measured data	5	2013
Sweden	Umeå	14	2013	-	converted from PM2.5	4	2013
Sweden	UMEE	22	2013	"1 station, traffic, urban"	measured data	7	2013
Sweden	UPPSALA	24	2013	"1 station, traffic, urban"	measured data	4	2013
Sweden	Västerås	23	2013	"1 station, traffic, urban"	measured data	7	2013
Sweden	Växjö	15	2013	"1 station, traffic, urban"	measured data	5	2013
Sweden	YSTAD	15	2013	"1 station, background, urban"	measured data	5	2013
Switzerland	BASEL	20	2013	"3 stations, background, suburban"	measured data	14	2013
Switzerland	BERN	23	2013	"3 stations, traffic, urban"	measured data	16	2013
Switzerland	GENEVE	21	2013	"4 stations, background, suburban"	measured data	15	2013
Switzerland	LAUSANNE	20	2013	"1 station, traffic, urban"	measured data	14	2013
Switzerland	LUGANO	20	2013	"2 stations, background, urban"	measured data	14	2013
Switzerland	LUZERN	22	2013	"1 station, background, suburban"	measured data	15	2013
Switzerland	ST. GALLEN	16	2013	"1 station, traffic, urban"	measured data	11	2013
Switzerland	WINTERTHUR	19	2013	"1 station, background, urban"	measured data	13	2013
Switzerland	ZüRICH	20	2013	"5 stations, background, suburban"	measured data	14	2013
Thailand	Bangkok	42	2014	"14 stations, Residential/Commercial Urban Background/Traffic"	measured data	24	2014
Thailand	Chiang Mai	46	2014	"2 stations, Res/Com Urban Background"	measured data	25	2014
Thailand	Chiang Rai	49	2014	"1 station, Residential Urban Background"	measured data	27	2014
Thailand	Chon buri	32	2014	"3 stations, Residential Urban Background"	measured data	18	2014
Thailand	Khon Kaen	51	2014	"1 station, Residential Urban Background"	measured data	28	2014
Thailand	Lampang	53	2014	"3 stations, Ind/Res Urban Background"	measured data	29	2014
Thailand	Lamphun	44	2014	"1 station, Residential Urban Background"	measured data	24	2014
Thailand	Mae Hong Son	42	2014	"1 station, Residential Urban Background"	measured data	23	2014
Thailand	Nakhon Ratchasima	51	2014	"1 station, Residential Urban Background"	measured data	28	2014
Thailand	Nakhon Sawan	57	2014	"1 station, Residential Urban Background"	measured data	32	2014
Thailand	Nan	45	2014	"1 station, Residential Urban Background"	measured data	25	2014
Thailand	Narathiwat	29	2014	"1 station, Residential Urban Background"	measured data	16	2014
Thailand	Nonthaburi	46	2014	"2 stations, Industrial Urban Background"	measured data	25	2014
Thailand	Pathum Thani	48	2014	"1 station, Residential Urban Background"	measured data	27	2014
Thailand	Phayao	41	2014	"1 station, Residential Urban Background"	measured data	23	2014
Thailand	Phra Nakhon Si Ayutthaya	55	2014	"1 station, Residential Urban Background"	measured data	31	2014
Thailand	Phrae	55	2014	"1 station, Residential Urban Background"	measured data	31	2014
Thailand	Phuket	24	2014	"1 station, Residential Urban Background"	measured data	13	2014
Thailand	Rayong	41	2014	"4 stations, Res/Com urban Background"	measured data	23	2014
Thailand	Sa Kaeo	47	2014	"1 station, Residential Urban Background"	measured data	26	2014
Thailand	Samut Prakan	51	2014	"4 stations, Industrial Urban Background"	measured data	28	2014
Thailand	Samut Sakhon	55	2014	"2 stations, Industrial Urban Background"	measured data	30	2014
Thailand	Saraburi	57	2014	"2 stations, Residential Urban Background"	measured data	31	2014
Thailand	Songkhla	44	2014	"1 station, Residential Urban Background"	measured data	24	2014
Thailand	Surat Thani	39	2014	"1 station, Residential Urban Background"	measured data	22	2014
Thailand	Yala	23	2014	"1 station, Residential Urban Background"	measured data	13	2014
Macedonia	BITOLA	69	2013	"1 station, industrial, urban"	measured data	40	2013
Macedonia	SKOPJE	74	2013	"4 stations, background urban, traffic urban, industrial, urban"	measured data	45	2013
Macedonia	TETOVO	140	2013	"1 station, traffic, urban"	measured data	81	2013
Macedonia	VELES	51	2013	"1 station, traffic, urban"	measured data	30	2013
Tunisia	Bizerte	80	2010	"1 station, urban residential/traffic/commercial"	measured data	34	2010
Tunisia	Sfax	87	2010	"1 station, urban"	measured data	37	2010
Tunisia	Sousse	58	2010	"1 station, urban residential/traffic/commercial"	measured data	25	2010
Tunisia	Tunis	90	2010	"1 station, urban"	measured data	38	2010
Turkey	ADANA	46	2012	"4 stations, background urban"	measured data	28	2012
Turkey	ADIYAMAN	71	2012	"1 station, background urban"	measured data	44	2012
Turkey	AFYON	98	2012	"1 station, background urban"	measured data	60	2012
Turkey	AGRI	49	2012	"1 station, background urban"	measured data	30	2012
Turkey	AKSARAY	68	2012	"1 station, background urban"	measured data	41	2012
Turkey	AMASYA	39	2012	"1 station, background urban"	measured data	24	2012
Turkey	ANKARA	77	2012	"8 stations, background urban"	measured data	47	2012
Turkey	ANTALYA	51	2012	"1 station, background urban"	measured data	31	2012
Turkey	ARDAHAN	61	2012	"1 station, background urban"	measured data	37	2012
Turkey	ARTVIN	28	2012	"1 station, background urban"	measured data	17	2012
Turkey	AYDIN	71	2012	"1 station, background urban"	measured data	43	2012
Turkey	BALIKESIR	46	2012	"1 station, background urban"	measured data	28	2012
Turkey	BARTIN	60	2012	"1 station, background urban"	measured data	37	2012
Turkey	BATMAN	109	2012	"1 station, background urban"	measured data	67	2012
Turkey	BAYBURT	65	2012	"1 station, background urban"	measured data	39	2012
Turkey	BILECIK	51	2012	"1 station, background urban"	measured data	31	2012
Turkey	BINGOL	34	2012	"1 station, background urban"	measured data	21	2012
Turkey	BITLIS	84	2012	"1 station, background urban"	measured data	51	2012
Turkey	BOLU	80	2012	"1 station, background urban"	measured data	49	2012
Turkey	BURDUR	78	2012	"1 station, background urban"	measured data	47	2012
Turkey	BURSA	37	2012	"1 station, background urban"	measured data	22	2012
Turkey	CANAKKALE	19	2012	"1 station, background urban"	measured data	12	2012
Turkey	CANKIRI	83	2012	"1 station, background urban"	measured data	50	2012
Turkey	CORUM	73	2012	"1 station, background urban"	measured data	45	2012
Turkey	DENIZLI	73	2012	"2 stations, background urban"	measured data	45	2012
Turkey	DIYARBAKIR	69	2012	"1 station, background urban"	measured data	42	2012
Turkey	DUZCE	85	2012	"1 station, background urban"	measured data	52	2012
Turkey	EDIRNE	74	2012	"1 station, background urban"	measured data	45	2012
Turkey	ELAZIG	44	2012	"1 station, background urban"	measured data	27	2012
Turkey	ERZINCAN	50	2012	"1 station, background urban"	measured data	30	2012
Turkey	ERZURUM	57	2012	"1 station, background urban"	measured data	35	2012
Turkey	ESKISEHIR	32	2012	"1 station, background urban"	measured data	19	2012
Turkey	GAZIANTEP	108	2012	"1 station, background urban"	measured data	66	2012
Turkey	GIRESUN	12	2012	"1 station, background urban"	measured data	7	2012
Turkey	GUMUSHANE	69	2012	"1 station, background urban"	measured data	42	2012
Turkey	HAKKARI	109	2012	"1 station, background urban"	measured data	67	2012
Turkey	HATAY	46	2012	"2 stations, background urban"	measured data	28	2012
Turkey	ICEL	53	2012	"1 station, background urban"	measured data	32	2012
Turkey	IGDIR	88	2012	"1 station, background urban"	measured data	54	2012
Turkey	ISPARTA	86	2012	"1 station, background urban"	measured data	52	2012
Turkey	ISTANBUL	53	2012	"10 stations, background urban"	measured data	33	2012
Turkey	IZMIR	49	2012	"8 stations, background urban"	measured data	30	2012
Turkey	KAHRAMANMARAS	71	2012	"1 station, background urban"	measured data	43	2012
Turkey	KARABUK	50	2012	"1 station, background urban"	measured data	30	2012
Turkey	KARAMAN	93	2012	"1 station, background urban"	measured data	57	2012
Turkey	KARS	52	2012	"1 station, background urban"	measured data	32	2012
Turkey	KASTAMONU	31	2012	"1 station, background urban"	measured data	19	2012
Turkey	KAYSERI	77	2012	"3 stations, background urban, traffic urban, industrial urban"	measured data	47	2012
Turkey	KILIS	58	2012	"1 station, background urban"	measured data	36	2012
Turkey	KIRIKKALE	67	2012	"1 station, background urban"	measured data	41	2012
Turkey	KIRKLARELI	46	2012	"1 station, background urban"	measured data	28	2012
Turkey	KIRSEHIR	49	2012	"1 station, background urban"	measured data	30	2012
Turkey	KOCAELI	55	2012	"2 stations, industrial suburban"	measured data	34	2012
Turkey	KONYA	65	2012	"2 stations, background urban"	measured data	39	2012
Turkey	KUTAHYA	77	2012	"1 station, background urban"	measured data	47	2012
Turkey	MALATYA	68	2012	"1 station, background urban"	measured data	42	2012
Turkey	MANISA	50	2012	"2 stations, background urban"	measured data	30	2012
Turkey	MARDIN	51	2012	"1 station, background urban"	measured data	31	2012
Turkey	MUGLA	71	2012	"2 stations, background urban"	measured data	43	2012
Turkey	MUS	83	2012	"1 station, background urban"	measured data	50	2012
Turkey	NEVSEHIR	53	2012	"1 station, background urban"	measured data	32	2012
Turkey	NIGDE	80	2012	"1 station, background urban"	measured data	49	2012
Turkey	ORDU	53	2012	"1 station, background urban"	measured data	32	2012
Turkey	OSMANIYE	82	2012	"1 station, background urban"	measured data	50	2012
Turkey	RIZE	27	2012	"1 station, background urban"	measured data	17	2012
Turkey	SAKARYA	82	2012	"1 station, background urban"	measured data	50	2012
Turkey	SAMSUN	48	2012	"2 stations, background urban"	measured data	29	2012
Turkey	SIIRT	101	2012	"1 station, background urban"	measured data	61	2012
Turkey	SINOP	37	2012	"1 station, background urban"	measured data	23	2012
Turkey	SIRNAK	41	2012	"1 station, background urban"	measured data	25	2012
Turkey	SIVAS	49	2012	"1 station, background urban"	measured data	30	2012
Turkey	TEKIRDAG	69	2012	"1 station, background urban"	measured data	42	2012
Turkey	TOKAT	29	2012	"1 station, background urban"	measured data	18	2012
Turkey	TRABZON	58	2012	"2 stations, background urban"	measured data	35	2012
Turkey	TUNCELI	44	2012	"1 station, background urban"	measured data	27	2012
Turkey	URFA	72	2012	"1 station, background urban"	measured data	44	2012
Turkey	USAK	69	2012	"1 station, background urban"	measured data	42	2012
Turkey	VAN	65	2012	"1 station, background urban"	measured data	40	2012
Turkey	YALOVA	23	2012	"1 station, background urban"	measured data	14	2012
Turkey	YOZGAT	50	2012	"1 station, background urban"	measured data	31	2012
Turkey	ZONGULDAK	71	2012	"1 station, background urban"	measured data	43	2012
Uganda	Kampala	170	2013	"1 station, urban"	measured data	104	2013
Tanzania	Morogoro	35	2011	"1 station, 1 station, 2 measurement (during dry and wet season)"	measured data	23	2011
United Arab Emirates	Abu Dhabi	132	2013	"6 stations, urban area, residential"	measured data	56	2013
United Arab Emirates	Al Ain	123	2013	"5 stations, urban/residential"	measured data	52	2013
United Arab Emirates	Al Gharbia - Bida Zayed	146	2013	"1 station, urban/residential"	measured data	62	2013
United Arab Emirates	Al Gharbia - Gayathi	145	2013	"1 station, urban"	measured data	61	2013
United Arab Emirates	Al Gharbia - Liwa Oasis	133	2013	"1 station, regional background"	measured data	56	2013
United Kingdom	ABERDEEN	13	2013	"1 station, background, urban"	measured data	9	2013
United Kingdom	ARMAGH	19	2013	"1 station, traffic, urban"	measured data	14	2013
United Kingdom	BELFAST	18	2013	"1 station, background, urban"	measured data	12	2013
United Kingdom	BIRKENHEAD	15	2013	-	converted from PM2.5	11	2013
United Kingdom	BIRMINGHAM	19	2013	"2 stations, background, urban"	measured data	14	2013
United Kingdom	BOURNEMOUTH	13	2013	-	converted from PM2.5	9	2013
United Kingdom	BRIGHTON	16	2013	-	converted from PM2.5	11	2013
United Kingdom	BRISTOL	18	2013	"1 station, background, urban"	measured data	13	2013
United Kingdom	CARDIFF	19	2013	"1 station, background, urban"	measured data	14	2013
United Kingdom	CARLISLE	16	2013	-	converted from PM2.5	12	2013
United Kingdom	CHEPSTOW	19	2013	"1 station, traffic, urban"	measured data	14	2013
United Kingdom	CHESTERFIELD	17	2013	"2 stations, traffic, urban"	measured data	10	2013
United Kingdom	EASTBOURNE	21	2013	-	converted from PM2.5	15	2013
United Kingdom	EDINBURGH	14	2013	"1 station, background, urban"	measured data	8	2013
United Kingdom	GIBRALTAR	31	2013	"2 stations, traffic, urban"	measured data	14	2013
United Kingdom	GLASGOW	23	2013	"1 station, traffic, urban"	measured data	16	2013
United Kingdom	GRANGEMOUTH	14	2013	"1 station, industrial, urban"	measured data	9	2013
United Kingdom	HULL	14	2013	"1 station, background, urban"	measured data	12	2013
United Kingdom	INVERNESS	12	2013	"1 station, traffic, urban"	measured data	6	2013
United Kingdom	LEAMINGTON SPA	18	2013	"1 station, background, urban"	measured data	13	2013
United Kingdom	LEEDS	22	2013	"1 station, traffic, urban"	measured data	15	2013
United Kingdom	LIVERPOOL	14	2013	"1 station, industrial, urban"	measured data	12	2013
United Kingdom	LONDON	22	2013	"6 stations, background, urban"	measured data	15	2013
United Kingdom	LONDONDERRY	15	2013	"1 station, background, urban"	measured data	11	2013
United Kingdom	MANCHESTER (Greate Manchester City Region)	18	2015	"14 stations, background, urban"	measured data	10	2015
United Kingdom	MIDDLESBROUGH	20	2013	"1 station, industrial, urban"	measured data	11	2013
United Kingdom	NEWCASTLE UPON TYNE	13	2013	"1 station, background, urban"	measured data	10	2013
United Kingdom	NEWPORT	18	2013	-	converted from PM2.5	13	2013
United Kingdom	NORWICH	15	2013	"1 station, background, urban"	measured data	13	2013
United Kingdom	NOTTINGHAM	21	2013	"1 station, background, urban"	measured data	12	2013
United Kingdom	OXFORD	21	2013	"1 station, background, urban"	measured data	14	2013
United Kingdom	PLYMOUTH	18	2013	"1 station, background, urban"	measured data	12	2013
United Kingdom	PORT TALBOT	25	2013	"1 station, industrial, urban"	measured data	14	2013
